"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","f1","f2"
"15","query_1",TRUE,1.66107653239188e-72,3936,2893,780,0.269616315243692,0.198170731707317,"GO:0006950","GO:BP","response to stress",26944,2613,0.228437545760726,0.000989036279245518
"16","query_1",TRUE,2.73750980972279e-55,12593,2893,1761,0.608710680954027,0.139839593424919,"GO:0050794","GO:BP","regulation of cellular process",26944,13691,0.227431228206122,0.000698796629347911
"17","query_1",TRUE,2.97787423960201e-45,5738,2880,980,0.340277777777778,0.170791216451725,"GO:0003824","GO:MF","catalytic activity",25063,368,0.227430958459039,0.00085288588734944
"18","query_1",TRUE,1.32764120284956e-53,7815,2893,1217,0.420670584168683,0.15572616762636,"GO:0071840","GO:BP","cellular component organization or biogenesis",26944,17446,0.227306686589466,0.000777910909705126
"19","query_1",TRUE,3.29314292468589e-71,3883,2935,774,0.263713798977854,0.199330414627865,"GO:0005654","GO:CC","nucleoplasm",26995,252,0.227046054561455,0.000994772304459446
"20","query_1",TRUE,7.42441045406824e-41,6255,2880,1031,0.357986111111111,0.164828137490008,"GO:0036094","GO:MF","small molecule binding",25063,5395,0.225725232621784,0.000823193127016064
"21","query_1",TRUE,9.20352895608993e-57,5744,2893,974,0.336674732111994,0.169568245125348,"GO:1901564","GO:BP","organonitrogen compound metabolic process",26944,22098,0.225541275905986,0.000846775017354976
"22","query_1",TRUE,1.61745839972501e-40,6018,2880,999,0.346875,0.166001994017946,"GO:0043167","GO:MF","ion binding",25063,5721,0.224544841537424,0.000829018123879705
"23","query_1",TRUE,2.58477480415181e-51,5966,2893,984,0.340131351538196,0.164934629567549,"GO:0048519","GO:BP","negative regulation of biological process",26944,13227,0.222146969183881,0.000823674618391298
"24","query_1",TRUE,3.70787397461843e-47,6882,2893,1082,0.374006221914967,0.157221737866899,"GO:0019222","GO:BP","regulation of metabolic process",26944,5789,0.221381074168798,0.000785283411468549
"25","query_1",TRUE,2.39439464799459e-39,10506,2893,1471,0.508468717594193,0.140015229392728,"GO:0050896","GO:BP","response to stimulus",26944,13774,0.219568624524218,0.000699594534792225
"26","query_1",TRUE,1.84656520777365e-91,22653,2935,2803,0.955025553662692,0.123736370458659,"GO:0110165","GO:CC","cellular anatomical entity",26995,3439,0.21908707206503,0.000618481520851135
"27","query_1",TRUE,3.34625694289679e-47,5599,2893,924,0.319391634980989,0.165029469548134,"GO:0048523","GO:BP","negative regulation of cellular process",26944,13231,0.217616580310881,0.000824082839946435
"28","query_1",TRUE,3.8634192903295e-56,4105,2935,763,0.259965928449744,0.185870889159562,"GO:0005829","GO:CC","cytosol",26995,380,0.216761363636364,0.00092769623115807
"29","query_1",TRUE,5.79050313037761e-62,3518,2893,694,0.239889388178362,0.197271176805003,"GO:0006996","GO:BP","organelle organization",26944,2642,0.216502885665263,0.000984332239079266
"30","query_1",TRUE,7.77399699476197e-47,5229,2893,876,0.302799861735223,0.167527251864601,"GO:0051171","GO:BP","regulation of nitrogen compound metabolic process",26944,13995,0.215710416153657,0.000836479281620898
"31","query_1",TRUE,1.25447656948159e-54,20967,2893,2568,0.887659868648462,0.122478179997138,"GO:0009987","GO:BP","cellular process",26944,3849,0.215255658005029,0.000612179730533644
"32","query_1",TRUE,1.42309084941344e-38,6854,2893,1046,0.361562391980643,0.152611613656259,"GO:0032502","GO:BP","developmental process",26944,7884,0.214630142607982,0.000762253720450371
"33","query_1",TRUE,8.70893698806875e-49,4696,2893,814,0.281368821292776,0.173339011925043,"GO:0051234","GO:BP","establishment of localization",26944,14032,0.214521017261826,0.000865362280091405
"34","query_1",TRUE,2.26499618546749e-44,5407,2893,890,0.307639128931905,0.164601442574441,"GO:0080090","GO:BP","regulation of primary metabolic process",26944,18320,0.214457831325301,0.000821907814265457
"35","query_1",TRUE,4.36676431883613e-30,14364,2893,1845,0.637746284134117,0.128446115288221,"GO:0008152","GO:BP","metabolic process",26944,3159,0.213826273396303,0.000641907365982702
"36","query_1",TRUE,2.53321194846896e-39,6358,2893,989,0.341859661251296,0.155552060396351,"GO:0060255","GO:BP","regulation of macromolecule metabolic process",26944,14938,0.213814722732678,0.000776876571279996
"37","query_1",TRUE,2.34878347972593e-29,10059,2935,1387,0.472572402044293,0.137886469828015,"GO:0005634","GO:CC","nucleus",26995,243,0.213483146067416,0.00068892981186057
"38","query_1",TRUE,3.5877632461305e-47,4698,2893,809,0.279640511579675,0.172200936568753,"GO:0019538","GO:BP","protein metabolic process",26944,6075,0.213147147938348,0.000859681216603005
"39","query_1",TRUE,6.6773862652663e-53,3987,2893,733,0.253370203940546,0.183847504389265,"GO:0048583","GO:BP","regulation of response to stimulus",26944,13279,0.213081395348837,0.000917573025606296
"40","query_1",TRUE,1.3195319586611e-57,3502,2893,680,0.23505012098168,0.194174757281553,"GO:0051641","GO:BP","cellular localization",26944,14309,0.212666145426114,0.000968872823331027
"41","query_1",TRUE,1.10255438147646e-27,12143,2893,1597,0.552022122364328,0.13151609981059,"GO:0006807","GO:BP","nitrogen compound metabolic process",26944,2516,0.212423516892791,0.000657189070250302
"42","query_1",TRUE,2.98386268947865e-37,6425,2893,989,0.341859661251296,0.153929961089494,"GO:0031323","GO:BP","regulation of cellular metabolic process",26944,7372,0.212277312728053,0.000768784399506703
"43","query_1",TRUE,9.85055021608508e-36,6269,2893,964,0.333218112685793,0.153772531504227,"GO:0048856","GO:BP","anatomical structure development",26944,13525,0.210434402968784,0.000767976648411288
"44","query_1",TRUE,7.69280315956288e-24,12727,2893,1640,0.566885585896993,0.128859904140803,"GO:0044238","GO:BP","primary metabolic process",26944,11300,0.209987195902689,0.000643933586103442
"45","query_1",TRUE,7.58584233285733e-23,13942,2893,1764,0.609747666781887,0.126524171567924,"GO:0071704","GO:BP","organic substance metabolic process",26944,17374,0.20956340956341,0.0006322928519544
"46","query_1",TRUE,1.878178167399e-26,8752,2893,1214,0.419633598340823,0.138711151736746,"GO:0051716","GO:BP","cellular response to stimulus",26944,14364,0.208501502790897,0.000692983089557219
"47","query_1",TRUE,7.51062173642761e-28,7427,2935,1075,0.366269165247019,0.144742156994749,"GO:0032991","GO:CC","protein-containing complex",26995,1340,0.207488901756418,0.000722996501033212
"48","query_1",TRUE,2.75191167436329e-43,4287,2935,747,0.254514480408859,0.174247725682295,"GO:0012505","GO:CC","endomembrane system",26995,687,0.206867903627804,0.000869749990539868
"49","query_1",TRUE,3.94808110409758e-47,3745,2893,683,0.23608710680954,0.18237650200267,"GO:0009893","GO:BP","positive regulation of metabolic process",26944,3791,0.205784874962338,0.000910124839012508
"50","query_1",TRUE,5.25922527149928e-17,12956,2893,1625,0.561700656757691,0.125424513738808,"GO:0044237","GO:BP","cellular metabolic process",26944,11299,0.205060256167582,0.000626772681890879
"51","query_1",TRUE,1.15462237965612e-27,6555,2935,970,0.330494037478705,0.147978642257818,"GO:0043232","GO:CC","intracellular non-membrane-bounded organelle",26995,1884,0.204425711275026,0.000739065919727536
"52","query_1",TRUE,1.22529014274912e-27,6556,2935,970,0.330494037478705,0.147956070774863,"GO:0043228","GO:CC","non-membrane-bounded organelle",26995,1880,0.204404172373828,0.000738953314529384
"53","query_1",TRUE,9.54377320755771e-40,4397,2893,745,0.257518147251988,0.169433704798726,"GO:0006810","GO:BP","transport",26944,2519,0.204389574759945,0.000845777328967079
"54","query_1",TRUE,6.94809229816525e-28,6447,2935,958,0.326405451448041,0.148596246316116,"GO:0070013","GO:CC","intracellular organelle lumen",26995,2399,0.20422084843317,0.000742136586442838
"55","query_1",TRUE,7.37805205150636e-28,6448,2935,958,0.326405451448041,0.148573200992556,"GO:0031974","GO:CC","membrane-enclosed lumen",26995,1221,0.20419908344879,0.000742021621642556
"56","query_1",TRUE,7.37805205150636e-28,6448,2935,958,0.326405451448041,0.148573200992556,"GO:0043233","GO:CC","organelle lumen",26995,1885,0.20419908344879,0.000742021621642556
"57","query_1",TRUE,3.07763125695824e-16,12286,2893,1548,0.535084687175942,0.125997069835585,"GO:0043170","GO:BP","macromolecule metabolic process",26944,10919,0.203966005665722,0.000629614708743205
"58","query_1",TRUE,9.6249027106291e-28,5909,2935,892,0.303918228279387,0.150956168556439,"GO:0031981","GO:CC","nuclear lumen",26995,1227,0.20171867933062,0.000753844756151927
"59","query_1",TRUE,1.94133532134088e-14,10191,2935,1316,0.448381601362862,0.129133549210087,"GO:0016020","GO:CC","membrane",26995,720,0.20051805576718,0.00064520320101193
"60","query_1",TRUE,1.80622801813194e-50,2937,2893,581,0.200829588662288,0.197820905686074,"GO:0043412","GO:BP","macromolecule modification",26944,11034,0.199313893653516,0.00098667479555368
"61","query_1",TRUE,5.99718588685806e-26,5706,2893,854,0.29519529899758,0.149667017174904,"GO:0009889","GO:BP","regulation of biosynthetic process",26944,3787,0.19862774741249,0.000747387752905207
"62","query_1",TRUE,4.45558207472784e-53,2728,2893,558,0.192879363982026,0.204545454545455,"GO:0036211","GO:BP","protein modification process",26944,9821,0.198541184842555,0.00102002297793698
"63","query_1",TRUE,8.96596688524812e-51,2819,2893,565,0.195298997580366,0.200425682866265,"GO:0002376","GO:BP","immune system process",26944,913,0.197829131652661,0.000999563907074171
"64","query_1",TRUE,4.07675825317007e-25,5663,2893,845,0.292084341513999,0.149214197421861,"GO:0031326","GO:BP","regulation of cellular biosynthetic process",26944,7375,0.197522206638616,0.000745119357980471
"65","query_1",TRUE,1.21297486359726e-41,3434,2893,624,0.215693052194953,0.181712288875946,"GO:0031325","GO:BP","positive regulation of cellular metabolic process",26944,7374,0.197249881460408,0.000906651904513862
"66","query_1",TRUE,4.07175150049919e-11,6937,2880,967,0.335763888888889,0.139397434049301,"GO:0097159","GO:MF","organic cyclic compound binding",25063,9069,0.197005195069777,0.0006962645085107
"67","query_1",TRUE,6.68531261414725e-24,4277,2880,702,0.24375,0.164133738601824,"GO:0043169","GO:MF","cation binding",25063,5723,0.196171580271063,0.00081928948228374
"68","query_1",TRUE,4.04742698370939e-28,4879,2893,762,0.26339440027653,0.156179544988727,"GO:0007275","GO:BP","multicellular organism development",26944,2835,0.196088522902728,0.000779741856327958
"69","query_1",TRUE,1.47159950376936e-44,3092,2893,586,0.202557898375389,0.189521345407503,"GO:0033036","GO:BP","macromolecule localization",26944,8276,0.195822890559733,0.00094539535191374
"70","query_1",TRUE,4.90426671205168e-24,5506,2893,821,0.283788454891116,0.149110061750817,"GO:0010556","GO:BP","regulation of macromolecule biosynthetic process",26944,4258,0.195499464221931,0.000744572263186796
"71","query_1",TRUE,9.11120914613718e-24,4176,2880,688,0.238888888888889,0.164750957854406,"GO:0046872","GO:MF","metal ion binding",25063,6229,0.195011337868481,0.00082233696691528
"72","query_1",TRUE,2.03538796964347e-39,3427,2893,616,0.212927756653992,0.179749051648672,"GO:0010604","GO:BP","positive regulation of macromolecule metabolic process",26944,4301,0.194936708860759,0.000896852499066385
"73","query_1",TRUE,1.50699476874655e-22,5382,2893,799,0.276183892153474,0.148457822370866,"GO:0010468","GO:BP","regulation of gene expression",26944,4208,0.193111782477341,0.000741292939207948
"74","query_1",TRUE,2.69351858112425e-68,1808,2893,452,0.156239198064293,0.25,"GO:0007049","GO:BP","cell cycle",26944,2680,0.192299510742395,0.00124501957738196
"75","query_1",TRUE,1.7326921820024e-43,2330,2880,495,0.171875,0.21244635193133,"GO:0019899","GO:MF","enzyme binding",25063,3728,0.190019193857965,0.00105895943864453
"76","query_1",TRUE,6.41205484100578e-46,2604,2893,521,0.180089872105081,0.200076804915515,"GO:0070727","GO:BP","cellular macromolecule localization",26944,16772,0.189557940694925,0.000997613196067374
"77","query_1",TRUE,1.0307085280017e-45,2594,2893,519,0.179398548219841,0.200077101002313,"GO:0008104","GO:BP","protein localization",26944,3157,0.18917441224713,0.000997604020401867
"78","query_1",TRUE,2.15065852226882e-38,2944,2893,547,0.189077082613204,0.185801630434783,"GO:0051173","GO:BP","positive regulation of nitrogen compound metabolic process",26944,13997,0.187425047113243,0.00092673145880577
"79","query_1",TRUE,8.62975330187721e-30,3616,2893,608,0.210162461113031,0.168141592920354,"GO:0023051","GO:BP","regulation of signaling",26944,6876,0.186818251651559,0.000839029789007468
"80","query_1",TRUE,8.7366514293633e-06,9132,2893,1122,0.387832699619772,0.122864651773982,"GO:0032501","GO:BP","multicellular organismal process",26944,7883,0.186611226611227,0.00061383710284206
"81","query_1",TRUE,3.63746318172649e-09,7582,2893,977,0.337711717939855,0.128857821155368,"GO:0007154","GO:BP","cell communication",26944,2749,0.18653937947494,0.000643675101533653
"82","query_1",TRUE,3.61545389679301e-20,4777,2893,714,0.246802627030764,0.149466192170818,"GO:0030154","GO:BP","cell differentiation",26944,6924,0.186179921773142,0.000746201193190339
"83","query_1",TRUE,3.83463021214778e-20,4778,2893,714,0.246802627030764,0.149434910004186,"GO:0048869","GO:BP","cellular developmental process",26944,13537,0.186155651153696,0.000746045254854388
"84","query_1",TRUE,5.5592871938587e-29,3616,2893,605,0.209125475285171,0.167311946902655,"GO:0010646","GO:BP","regulation of cell communication",26944,4342,0.185896451067752,0.000834889839390654
"85","query_1",TRUE,2.71656196469127e-20,4715,2893,707,0.244382993432423,0.149946977730647,"GO:0044271","GO:BP","cellular nitrogen compound biosynthetic process",26944,11312,0.185856992639327,0.000748586606017387
"86","query_1",TRUE,7.79454725819187e-09,7472,2893,962,0.332526788800553,0.128747323340471,"GO:0023052","GO:BP","signaling",26944,6877,0.185624698504583,0.000643114116321428
"87","query_1",TRUE,9.80936963783895e-24,3949,2893,627,0.216730038022814,0.158774373259053,"GO:0019219","GO:BP","regulation of nucleobase-containing compound metabolic process",26944,5786,0.183279742765273,0.000792420566789237
"88","query_1",TRUE,2.48901982743915e-31,3165,2893,554,0.191496716211545,0.175039494470774,"GO:0051239","GO:BP","regulation of multicellular organismal process",26944,14037,0.18289864641796,0.000873202074564207
"89","query_1",TRUE,2.89797232501544e-33,3005,2893,539,0.186311787072243,0.17936772046589,"GO:0009966","GO:BP","regulation of signal transduction",26944,3842,0.182773821634452,0.000894685254209295
"90","query_1",TRUE,3.89859426550642e-08,6895,2893,891,0.307984790874525,0.129224075416969,"GO:0007165","GO:BP","signal transduction",26944,2760,0.182059664895791,0.000645443340252592
"91","query_1",TRUE,3.18946896392447e-38,2610,2893,500,0.172830971310059,0.191570881226054,"GO:0035556","GO:BP","intracellular signal transduction",26944,9405,0.181719062329638,0.00095520745673149
"92","query_1",TRUE,5.43020532283568e-21,4131,2893,638,0.220532319391635,0.154442023723069,"GO:1901362","GO:BP","organic cyclic compound biosynthetic process",26944,21928,0.181662870159453,0.000770860506266866
"93","query_1",TRUE,9.14425358823382e-28,3365,2935,570,0.194207836456559,0.169390787518574,"GO:0031090","GO:CC","organelle membrane",26995,1045,0.180952380952381,0.000845111143235219
"94","query_1",TRUE,1.43021915454531e-38,2546,2893,492,0.170065675769098,0.19324430479183,"GO:0051128","GO:BP","regulation of cellular component organization",26944,13953,0.180915609487038,0.000963484524029833
"95","query_1",TRUE,1.10699844321839e-21,3963,2893,620,0.214310404424473,0.156447136008075,"GO:0018130","GO:BP","heterocycle biosynthetic process",26944,5424,0.180863477246208,0.000780810695595283
"96","query_1",TRUE,2.14613903875663e-21,3973,2893,620,0.214310404424473,0.156053360181223,"GO:0019438","GO:BP","aromatic compound biosynthetic process",26944,5983,0.180600058258083,0.000778848974274744
"97","query_1",TRUE,5.73206200810119e-19,4117,2893,627,0.216730038022814,0.152295360699539,"GO:0048731","GO:BP","system development",26944,13413,0.178887303851641,0.0007601414323756
"98","query_1",TRUE,9.764778499718e-28,3042,2893,525,0.181472519875562,0.17258382642998,"GO:0009605","GO:BP","response to external stimulus",26944,3570,0.176916596461668,0.000860872367062859
"99","query_1",TRUE,2.7407992836966e-51,1799,2893,414,0.143104044244729,0.230127848804892,"GO:0033554","GO:BP","cellular response to stress",26944,8567,0.176470588235294,0.00114603186466858
"100","query_1",TRUE,3.17873048429498e-31,2304,2880,455,0.157986111111111,0.197482638888889,"GO:0016740","GO:MF","transferase activity",25063,2939,0.17554012345679,0.000984337140879197
"101","query_1",TRUE,8.65710786153038e-18,3888,2893,593,0.20497753197373,0.152520576131687,"GO:0034654","GO:BP","nucleobase-containing compound biosynthetic process",26944,9009,0.174900457159711,0.000761186912462863
"102","query_1",TRUE,5.68882568421129e-19,3653,2893,569,0.196681645350847,0.155762387079113,"GO:0051252","GO:BP","regulation of RNA metabolic process",26944,14047,0.173846623892453,0.000777273028421009
"103","query_1",TRUE,8.26163554065001e-62,1429,2935,377,0.128449744463373,0.263820853743877,"GO:0005694","GO:CC","chromosome",26995,284,0.172777268560953,0.0013123656522231
"104","query_1",TRUE,2.62047860980214e-28,2341,2880,451,0.156597222222222,0.192652712516019,"GO:0140096","GO:MF","catalytic activity, acting on a protein",25063,10409,0.172763838345145,0.00096031002469977
"105","query_1",TRUE,3.94303718027904e-21,3336,2893,538,0.185966125129623,0.161270983213429,"GO:0009892","GO:BP","negative regulation of metabolic process",26944,3790,0.172740407770108,0.000804610507944033
"106","query_1",TRUE,5.30651869408242e-32,2495,2893,465,0.160732803318355,0.186372745490982,"GO:0009056","GO:BP","catabolic process",26944,3269,0.17260579064588,0.000929170250965887
"107","query_1",TRUE,5.61891263624733e-34,2359,2893,452,0.156239198064293,0.191606612971598,"GO:0048584","GO:BP","positive regulation of response to stimulus",26944,13280,0.172124904798172,0.000955104792111511
"108","query_1",TRUE,3.04762918671122e-26,2827,2893,491,0.169720013826478,0.173682348779625,"GO:0009891","GO:BP","positive regulation of biosynthetic process",26944,3789,0.171678321678322,0.000866195698482746
"109","query_1",TRUE,2.42489230401304e-67,1256,2893,356,0.123055651572762,0.28343949044586,"GO:0022402","GO:BP","cell cycle process",26944,6830,0.171607616293083,0.00140908344267583
"110","query_1",TRUE,3.59930193142553e-33,2373,2935,453,0.154344122657581,0.190897597977244,"GO:0005856","GO:CC","cytoskeleton",26995,399,0.1706857573474,0.000951545736686499
"111","query_1",TRUE,2.47140647559414e-25,2799,2893,484,0.167300380228137,0.172918899607002,"GO:0031328","GO:BP","positive regulation of cellular biosynthetic process",26944,7377,0.170063246661982,0.000862366179566376
"112","query_1",TRUE,3.26723855475421e-17,3494,2893,541,0.187003110957484,0.154836863194047,"GO:0032774","GO:BP","RNA biosynthetic process",26944,8092,0.169406607170816,0.000772585082538792
"113","query_1",TRUE,4.39362362671317e-26,2697,2893,473,0.163498098859316,0.175380051909529,"GO:0010557","GO:BP","positive regulation of macromolecule biosynthetic process",26944,4259,0.169230769230769,0.000874554980017436
"114","query_1",TRUE,2.94403256445108e-20,3162,2893,512,0.1769789146215,0.161922833649589,"GO:0070887","GO:BP","cellular response to chemical stimulus",26944,16854,0.169116432700248,0.000807766549156618
"115","query_1",TRUE,9.6263186638724e-20,3202,2893,515,0.178015900449361,0.160836976889444,"GO:0048468","GO:BP","cell development",26944,13194,0.168990976210008,0.000802372529880587
"116","query_1",TRUE,3.22530101180815e-24,2369,2880,441,0.153125,0.18615449556775,"GO:0042802","GO:MF","identical protein binding",25063,5644,0.168032006096399,0.000927952192576382
"117","query_1",TRUE,5.9717770873112e-29,2428,2893,446,0.154165226408572,0.183690280065898,"GO:0006796","GO:BP","phosphate-containing compound metabolic process",26944,2510,0.167637662093591,0.000915723652669714
"118","query_1",TRUE,4.10414645014939e-16,3471,2893,533,0.184237815416523,0.153558052434457,"GO:0006351","GO:BP","DNA-templated transcription",26944,2151,0.167504714016342,0.000766193749267767
"119","query_1",TRUE,2.51545393092348e-28,2450,2893,447,0.154510888351193,0.182448979591837,"GO:0006793","GO:BP","phosphorus metabolic process",26944,2507,0.167321729365525,0.000909559840186063
"120","query_1",TRUE,3.76619999528536e-25,2284,2880,432,0.15,0.189141856392294,"GO:0097367","GO:MF","carbohydrate derivative binding",25063,9101,0.167312161115414,0.000942737430167598
"121","query_1",TRUE,1.06550216456192e-16,3354,2893,521,0.180089872105081,0.155336911150865,"GO:2001141","GO:BP","regulation of RNA biosynthetic process",26944,27046,0.166800064030735,0.000775013332163128
"122","query_1",TRUE,1.54304220636514e-16,3344,2893,519,0.179398548219841,0.155203349282297,"GO:0006355","GO:BP","regulation of DNA-templated transcription",26944,2155,0.166426166426166,0.000774341977168102
"123","query_1",TRUE,1.27608538914189e-17,3109,2893,494,0.170756999654338,0.158893534898681,"GO:0010605","GO:BP","negative regulation of macromolecule metabolic process",26944,4302,0.164611796067977,0.000792623785292015
"124","query_1",TRUE,1.20753203324757e-19,2483,2880,440,0.152777777777778,0.177204993958921,"GO:0043168","GO:MF","anion binding",25063,5722,0.164087264590714,0.000883463175648542
"125","query_1",TRUE,3.39870147746954e-33,2018,2893,401,0.138610438990667,0.198711595639247,"GO:0051649","GO:BP","establishment of localization in cell",26944,14317,0.163306862146202,0.000990009788999535
"126","query_1",TRUE,4.95539804366544e-20,2394,2880,429,0.148958333333333,0.179197994987469,"GO:0003677","GO:MF","DNA binding",25063,324,0.162684869169511,0.000893303348325837
"127","query_1",TRUE,4.50218984869979e-16,3108,2893,487,0.168337366055997,0.156692406692407,"GO:0031324","GO:BP","negative regulation of cellular metabolic process",26944,7373,0.162306282286286,0.000781643103684878
"128","query_1",TRUE,2.30902485831949e-20,2698,2893,452,0.156239198064293,0.167531504818384,"GO:0050793","GO:BP","regulation of developmental process",26944,13690,0.161688427830442,0.000835418027840491
"129","query_1",TRUE,1.39836422312731e-07,4098,2893,562,0.194262011752506,0.137140068326013,"GO:0022607","GO:BP","cellular component assembly",26944,6852,0.160778143327135,0.000684492291240508
"130","query_1",TRUE,8.37980976781145e-12,3435,2893,507,0.1752506049084,0.147598253275109,"GO:0010033","GO:BP","response to organic substance",26944,3883,0.160240202275601,0.000736440667502849
"131","query_1",TRUE,8.81791117514436e-06,4368,2893,581,0.200829588662288,0.133012820512821,"GO:0044085","GO:BP","cellular component biogenesis",26944,11271,0.160033053298444,0.000663964715018002
"132","query_1",TRUE,6.67250436096643e-13,3260,2893,491,0.169720013826478,0.150613496932515,"GO:0048513","GO:BP","animal organ development",26944,13223,0.15959694457988,0.000751400458951115
"133","query_1",TRUE,8.36328430513746e-18,2343,2880,413,0.143402777777778,0.176269739650021,"GO:1901363","GO:MF","heterocyclic compound binding",25063,10912,0.158146659008233,0.000878648625648881
"134","query_1",TRUE,1.01831937026133e-21,2419,2893,420,0.145178015900449,0.17362546506821,"GO:0071702","GO:BP","organic substance transport",26944,17372,0.158132530120482,0.000865539473236798
"135","query_1",TRUE,6.01865204797928e-17,2766,2893,447,0.154510888351193,0.161605206073753,"GO:0007166","GO:BP","cell surface receptor signaling pathway",26944,2761,0.157978441420746,0.000805918724809406
"136","query_1",TRUE,8.79257052520597e-23,2038,2880,388,0.134722222222222,0.190382728164868,"GO:0044877","GO:MF","protein-containing complex binding",25063,6047,0.157787718584791,0.000948562487776256
"137","query_1",TRUE,1.21480526388825e-19,2200,2880,400,0.138888888888889,0.181818181818182,"GO:1901265","GO:MF","nucleoside phosphate binding",25063,10909,0.15748031496063,0.000906125407756434
"138","query_1",TRUE,1.21480526388825e-19,2200,2880,400,0.138888888888889,0.181818181818182,"GO:0000166","GO:MF","nucleotide binding",25063,31,0.15748031496063,0.000906125407756434
"139","query_1",TRUE,9.15709887223457e-10,3478,2893,501,0.173176633252679,0.144048303622772,"GO:0043933","GO:BP","protein-containing complex organization",26944,11222,0.1572751530372,0.000718746884174872
"140","query_1",TRUE,6.66991258697115e-37,1575,2893,345,0.119253370203941,0.219047619047619,"GO:0002682","GO:BP","regulation of immune system process",26944,1207,0.1544315129812,0.00109023168213268
"141","query_1",TRUE,6.86821120721235e-20,2040,2880,378,0.13125,0.185294117647059,"GO:0017076","GO:MF","purine nucleotide binding",25063,3134,0.153658536585366,0.000923212192262603
"142","query_1",TRUE,2.78925480258031e-22,2161,2893,387,0.133771171793985,0.179083757519667,"GO:0032879","GO:BP","regulation of localization",26944,8155,0.153146022952117,0.00089243196935753
"143","query_1",TRUE,1.10847391337944e-23,2083,2893,381,0.131697200138265,0.182909265482477,"GO:0045935","GO:BP","positive regulation of nucleobase-containing compound metabolic process",26944,12127,0.153135048231511,0.000911381867806572
"144","query_1",TRUE,2.4315681366638e-27,1901,2893,367,0.126857932941583,0.193056286165176,"GO:0051246","GO:BP","regulation of protein metabolic process",26944,14041,0.153108051731331,0.000961622863042108
"145","query_1",TRUE,1.30470968487932e-09,3134,2893,458,0.158313169720014,0.146139119336311,"GO:0065008","GO:BP","regulation of biological quality",26944,16385,0.151982744317239,0.000729013213762432
"146","query_1",TRUE,2.90769701509705e-12,2477,2880,407,0.141319444444444,0.164311667339524,"GO:0016787","GO:MF","hydrolase activity",25063,2979,0.151950718685832,0.000819177199903389
"147","query_1",TRUE,1.40393170669878e-20,1940,2880,366,0.127083333333333,0.188659793814433,"GO:0032553","GO:MF","ribonucleotide binding",25063,4451,0.151867219917012,0.000939811010682005
"148","query_1",TRUE,2.56890542607759e-25,1945,2893,367,0.126857932941583,0.188688946015424,"GO:0006955","GO:BP","immune response",26944,2617,0.15171558495246,0.000939949519332354
